account,date,daily_pnl,total_volume,avg_trade_size,trade_count,avg_leverage,pnl_volatility,win_rate,risk_adjusted_return,aggression_score,capital_efficiency,consistency_index
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-24,40200.0,398200.0,79640.0,5,40.0,14208.156622797855,0.8,2.829360702053867,200.0,0.10095429432420654,5.630568561301228e-05
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-04-12,307855.80341,666240.85,21491.640322580646,31,13.688071028966718,29916.431926603156,1.0,10.290525426127072,424.33020189796827,0.46207884642549,3.34264461223173e-05
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-11-30,11715.94323,135847.3,2469.9509090909087,55,385.156417513352,330.60821813251624,0.8363636363636363,35.437543751155054,21183.60296323436,0.08624347506291076,0.0025297726673528353
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-01,0.0,0.06,0.06,1,0.0070620637704358466,,0.0,,0.0070620637704358466,0.0,
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-06,0.0,48513.58,1426.8700000000001,34,110.64612076707381,0.0,0.0,0.0,3761.9681060805096,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-07,3515.031065,52028.630000000005,2001.101153846154,26,144.64048823133504,453.1311388834703,0.9615384615384616,7.757204825746349,3760.652694014711,0.06755955451705033,0.002121987162007308
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-09,0.0,52066.88,1131.888695652174,46,89.33715610481696,0.0,0.0,0.0,4109.50918082158,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-10,2517.787385,54584.72,852.88625,64,64.18866801836619,44.059822504299866,0.984375,57.14474513848848,4108.074753175436,0.04612623065491357,0.02234178264250045
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-18,1613.165903,112897.91,1913.523898305085,59,75.06540771130987,162.59337598882672,0.2542372881355932,9.921473634875396,4428.859054967283,0.014288713608477884,0.0015636386477972234
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-19,0.0,0.11,0.11,1,0.004737703505900594,,0.0,,0.004737703505900594,0.0,
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-20,1245.51851,341740.77999999997,10051.199411764705,34,2.9411764255904584,51.051122057241855,0.6176470588235294,24.39747522504928,99.99999847007558,0.0036446294469052115,0.012098598852193384
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-13,0.0,36997.54,2845.9646153846156,13,13518.766258697491,0.0,0.0,0.0,175743.96136306738,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-17,4493.232479,41490.68,2440.6282352941175,17,10334.235916343283,711.5510347327198,1.0,6.314701621329373,175682.0105778358,0.10829498284655024,0.0014053805697440238
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-18,1047.030992,84021.26999999999,2154.3915384615384,39,10878.349025319678,83.95888478614349,0.717948717948718,12.47075854087622,424255.61198746745,0.01246149923689012,0.00855119397102823
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-19,4842.054317,272092.55,2194.294758064516,124,3524.6584586775734,86.15032945937524,0.6451612903225806,56.2047097344949,437057.6488760191,0.017795615194102905,0.007488784858774404
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-24,1693.493165,588968.28,1737.369557522124,339,79.06981143929852,9.085285890561135,0.584070796460177,186.39952545245436,26804.666077922197,0.0028753554690536553,0.06428754573143733
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-25,4221.156399,129509.91,2398.331666666667,54,105.17428416133292,549.3257111056738,0.07407407407407407,7.684250538390922,5679.411344711978,0.03259330810258001,0.00013484545223658572
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-27,0.0,66856.49,1519.465681818182,44,68.78455430146708,0.0,0.0,0.0,3026.520389264552,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-28,6899.2458320000005,73755.74,1317.0667857142857,56,54.02609259797713,138.1907936759193,1.0,49.92550949706813,3025.4611854867194,0.09354181561877704,0.0072363720198958875
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-29,0.0,73735.48,1602.9452173913044,46,72.55633494329551,0.0,0.0,0.0,3337.5914073915933,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-30,7372.485101,81107.93000000001,1474.6896363636365,55,60.66220939703669,146.65833505944818,1.0,50.26979917467189,3336.421516837018,0.09089721684315089,0.006818569110143514
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-01,1162.002541,163388.11,2094.719358974359,78,81.11566178963051,47.09706615613972,0.32051282051282054,24.672503218674795,6327.02161959118,0.007111916166928476,0.006805366870302826
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-02,6352.452613,1443682.0,2792.42166344294,517,1987.2185754338334,55.0118349778375,0.4506769825918762,115.47428839784949,1027392.0034992918,0.0044001744241429904,0.008192363962792288
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-11,-12346.990829,75901.55,612.1092741935485,124,4447.566619850961,294.11859966061303,0.0,-41.97963271030022,551498.2608615191,-0.16267112896689634,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-12,355.5854,427297.12,2687.4032704402516,159,1.036724437343155,2.2112728533269044,0.7987421383647799,160.80568196698698,164.83918553756163,0.0008321736406722512,0.3612135770352717
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-24,1129.8489260000001,262595.6,1641.2224999999999,160,75.19416006831003,16.55558278579511,0.325,68.24579191036585,12031.065610929603,0.004302619411733089,0.019630839009063147
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-25,-6820.76955,82910.81,82910.81,1,4100.03016516665,,0.0,,4100.03016516665,-0.08226634801804172,
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-28,0.0,76066.87,1462.824423076923,52,74.35289448750403,0.0,0.0,0.0,3866.3505133502094,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-03,2480.902379,219900.91,1999.099181818182,110,101.51361431647513,95.20267591801426,0.45454545454545453,26.05916618433408,11166.497574812263,0.011281910470441973,0.004774502873872924
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-04,-3169.3554679999997,114173.17,1756.5103076923076,65,110.02306404432747,372.4800486094771,0.0,-8.508792541568006,7151.499162881286,-0.027759196560560074,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-07,0.0,55481.42,1499.4978378378378,37,97.52324634825425,0.0,0.0,0.0,3608.3601148854073,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-08,2099.019688,57580.5,1225.1170212765958,47,76.74681832246686,55.84318281453452,1.0,37.587750995201674,3607.100461155943,0.036453655108301355,0.0179072884404511
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-09,656.540742,173973.68,2676.518153846154,65,178.95864131029734,11.914657863151925,0.8769230769230769,55.10361224276946,11632.311685169327,0.003773793495638112,0.07360035121400817
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-10,-1065.797583,176292.61,3326.2756603773582,53,229.73964428095408,344.3677699833401,0.9622641509433962,-3.0949399822074564,12176.201146890566,-0.006045616903589745,0.0027942921261059264
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-12,1591.753271,115769.39,2184.328113207547,53,159.5694220635734,40.64570560406076,0.9811320754716981,39.1616582411923,8457.17936936939,0.013749344891479956,0.024138639906771286
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-13,-2315.377191,115001.41,4259.311481481482,27,342.11513258394086,243.6244713504088,0.0,-9.503877704329135,9237.108579766404,-0.020133467850349546,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-28,0.0,61324.83,1460.115,42,105.06918311728403,0.0,0.0,0.0,4412.905690925929,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-29,-5018.466447,56306.5,580.479381443299,97,45.47805777527293,72.44897659131982,0.0,-69.26897540651102,4411.371604201474,-0.0891276574979953,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-31,716.143949,113285.54,730.8744516129032,155,58.85430351847116,9.688391041261546,0.535483870967742,73.9177302022916,9122.41704536303,0.006321583045759225,0.055270665006864804
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-03,0.0,54768.6,54768.6,1,4564.05,,0.0,,4564.05,0.0,
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-15,0.0,16.37,16.37,1,1.0098081549565112,,0.0,,1.0098081549565112,0.0,
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-16,-95.985744,68679.46,780.4484090909092,88,51.84296878457025,1.8643821567499947,0.011363636363636364,-51.483915016333334,4562.181253042182,-0.0013975902547661617,0.0060951185503335765
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-17,-133.41237,91365.76,730.92608,125,167.99998573617688,3.3819385878379853,0.16,-39.448478169087636,20999.998217022112,-0.001460200954915056,0.04731012954086657
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-18,951.934443,528313.42,766.7829027576198,689,44.92911262571778,3.171378759769235,0.43686502177068215,300.1641288992988,30956.15859911955,0.0018018365745814256,0.1377523522450905
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-19,371.503,226906.97,552.0850851581508,411,32.25129825618249,1.4520918246343064,0.7226277372262774,255.839705077779,13255.283583291002,0.0016372480757129793,0.49764569107919343
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-20,-1892.58947,581052.14,963.6022222222223,603,53.717517213504365,20.398335281026068,0.4129353233830846,-92.78156041384761,32391.662879743133,-0.0032571766623159543,0.020243578578866005
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-21,3434.689308,86106.24,887.6931958762888,97,48.142593240209926,56.63680599010865,1.0,60.644119796510644,4669.831544300363,0.03988897097306898,0.017656362587224333
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-23,2654.14315,1472966.88,2593.2515492957746,568,638.9964995093079,57.32947001774018,0.5915492957746479,46.29631327277894,362950.01172128686,0.001801902803135803,0.010318415385196863
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-24,1867.252909,1142252.43,1679.7829852941175,680,186.7108778753443,15.153459949767583,0.48970588235294116,123.22286738255917,126963.39695523412,0.0016347112599255887,0.032316438071558304
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-25,1969.39321,1248337.1199999999,3782.839757575757,330,135.71911702207413,42.16113861844137,0.12121212121212122,46.71110002772751,44787.30861728446,0.001577613273246591,0.0028749726005770204
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-26,-4648.8710550000005,96183.93,284.5678402366864,338,15.637535037721378,33.09064462395366,0.0,-140.48898011330357,5285.486842749826,-0.04833313688629346,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-27,0.0,96167.16,1435.3307462686569,67,79.74059701492537,0.0,0.0,0.0,5342.62,0.0,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-30,5179.772745,101346.88,1221.0467469879518,83,64.36565834260965,81.26284790253337,1.0,63.74096915076923,5342.349642436601,0.05110934589154487,0.012305746272806652
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-05-01,1243.853569,203876.44,815.50576,250,41.99534330173298,13.212297384548968,0.324,94.14361777165253,10498.835825433245,0.006101016718723846,0.024522606935588102
0x271b280974205ca63b716753467d5a371de622ab,2024-07-15,-1.0,30351.0,6070.2,5,40.0,0.28678926060785465,0.0,-3.4868687586548117,200.0,-3.29478435625532e-05,0.0
0x271b280974205ca63b716753467d5a371de622ab,2024-11-29,1584.342755,1584.35,1584.35,1,374.5508274231678,,1.0,,374.5508274231678,0.9999954265156086,
0x271b280974205ca63b716753467d5a371de622ab,2024-12-05,208.81746,158123.95,39530.9875,4,10.236149952733781,61.50201732292121,0.75,3.3952944260070854,40.944599810935124,0.0013205934964227708,0.012194721741684407
0x271b280974205ca63b716753467d5a371de622ab,2025-04-09,16706.884912,4886973.24,6131.710464240904,797,27.829635547659564,97.45225249813272,0.37641154328732745,171.4366195987466,22180.219531484672,0.0034186569255690424,0.003862522720365208
0x271b280974205ca63b716753467d5a371de622ab,2025-04-10,13264.043303999999,7423746.26,21898.95651917404,339,20.665371200757466,136.6140502948754,0.5575221238938053,97.09135464674968,7005.560837056781,0.0017867048306144844,0.004081001321675311
0x271b280974205ca63b716753467d5a371de622ab,2025-04-19,5942.547242,2716221.67,8678.024504792333,313,115.10415044836321,71.30261056835265,0.12779552715654952,83.3426309540333,36027.59909033769,0.002187799069432287,0.0017922979866458496
0x271b280974205ca63b716753467d5a371de622ab,2025-04-20,8277.307357,2657908.25,3079.8473348783314,863,52.34809643495366,26.18946387617772,0.49130938586326767,316.0548486246142,45176.40722336501,0.003114218617966548,0.018759810029954797
0x271b280974205ca63b716753467d5a371de622ab,2025-04-21,2638.012587,693974.34,1965.9329745042492,353,790.9138815474379,28.382400345724765,0.17280453257790368,92.94536268677503,279192.6001862456,0.0038013114245639096,0.006088439468985706
0x271b280974205ca63b716753467d5a371de622ab,2025-04-22,-19037.340561,4817869.23,8110.89095959596,594,272.8909203713676,112.71904134277219,0.0,-168.8919650604246,162097.20670059236,-0.003951402508489432,0.0
0x271b280974205ca63b716753467d5a371de622ab,2025-04-23,-108176.9187,9394438.39,20030.785479744136,469,357.7996032569076,1507.3880539467766,0.14072494669509594,-71.76447918967989,167808.01392748966,-0.011514995810195362,9.335681428102116e-05
0x271b280974205ca63b716753467d5a371de622ab,2025-04-24,8157.112326,1092249.57,15603.565285714287,70,84.25088373749044,219.44137601496047,0.9428571428571428,37.17217070436031,5897.561861624331,0.007468176275860224,0.004296624254198256
0x271b280974205ca63b716753467d5a371de622ab,2025-04-25,0.0,0.17,0.17,1,9.603434640153656e-05,,0.0,,9.603434640153656e-05,0.0,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-16,159.100072,34754.56,373.7049462365591,93,154.82021045596647,6.780094076536799,0.17204301075268819,23.465758253240697,14398.279572404883,0.004577818622805819,0.02537471950032977
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-17,161.289904,33584.67,353.5228421052631,95,106.52773759524004,6.753129743286976,0.35789473684210527,23.883722991788957,10120.135071547804,0.004802485895951859,0.052996861818183284
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-18,147.410285,108044.6,666.941975308642,162,151.73827122189164,4.117402089632765,0.41358024691358025,35.801761885098216,24581.599937946445,0.001364346621660274,0.10044686855045513
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-19,233.36546,190840.29,895.9638028169014,213,300.56671323872183,6.7631669880422525,0.48826291079812206,34.505347259243926,64020.70991984775,0.0012228311956493944,0.07219440825089729
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-20,-316.245208,874868.16,2149.553218673219,407,50.32826186796172,10.989780222457963,0.3464373464373464,-28.776296961557616,20483.60258026042,-0.0003614775602299191,0.03152358899824055
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-21,780.001314,325137.18,729.007130044843,446,14169.003742588104,8.621927489264287,0.34977578475336324,90.46715186413682,6319375.669194294,0.0023989914472334448,0.04056816119373889
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-22,141.21958999999998,182730.29,422.0099076212471,433,14606.487636852684,4.417601884105496,0.3117782909930716,31.967470527535887,6324609.1467572125,0.0007728307660389919,0.070576350833808
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-23,673.6312,52019.64,333.45923076923077,156,8740.713696741968,10.987718995090386,0.40384615384615385,61.30764164913166,1363551.336691747,0.012949555206207703,0.03675431791368941
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-24,108.321127,13851.0,200.7391304347826,69,2412.0776135659285,2.737019758982232,0.42028985507246375,39.57628989276628,166433.35533604908,0.007820455345619778,0.15355742322858726
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-25,464.281002,72982.65,324.3673333333333,225,2360.3958154356615,10.031006223383002,0.4222222222222222,46.284584554752136,531089.0584730238,0.006361525677591024,0.04209170752444398
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-26,-508.290641,219729.39,1012.5778341013826,217,9239.327226960804,17.201970801420483,0.35023041474654376,-29.54839403689913,2004934.0082504945,-0.002313257416305059,0.020359899364421865
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-27,193.66415899999998,187730.65,1110.83224852071,169,2272.4184522686987,20.8955233262667,0.4378698224852071,9.268212463879387,384038.7184334101,0.0010316065011172569,0.020955196703764126
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-28,165.532644,195837.9,946.0768115942029,207,133.59086005692944,5.858901507890781,0.37681159420289856,28.253182874618634,27653.308031784396,0.0008452533651512539,0.06431436496774062
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-29,9551.73423,80123.45,388.948786407767,206,177.4448331005828,211.1341232266989,0.44660194174757284,45.24012527574232,36553.63561872006,0.1192127177484343,0.002115252299377468
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-30,5590.528248,48590.47,315.52253246753247,154,139.53701459910724,128.21920928129296,0.461038961038961,43.601331155723486,21488.700248262514,0.11505400643140405,0.0035957089427357523
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-01,4458.25495,47695.56,247.12725388601035,193,182.77298997939113,59.690568486219505,0.5025906735751295,74.68943567424428,35275.18706602249,0.09347316500543293,0.008419934302874434
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-02,1283.846047,19651.71,140.36935714285713,140,130.49195691215206,25.57531452202374,0.5214285714285715,50.19863961773759,18268.87396770129,0.06532999148342154,0.02038796240771897
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-03,1190.358719,7205.03,92.37217948717948,78,228.3105869949328,34.95617025667449,0.47435897435897434,34.052891841600484,17808.225785604758,0.16521218077298608,0.013570106716661678
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-04,9066.169646,18567.68,165.78285714285715,112,144.96330900504034,194.0619614646813,0.5357142857142857,46.71791179917608,16235.890608564518,0.4882769223463418,0.002760532146075685
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-05,14685.787664,25406.1,259.2459183673469,98,92.63135959470472,552.5462491949398,0.4897959183673469,26.5783862596458,9077.873240281062,0.5780417956090056,0.0008864342454492191
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-06,389.176232,8956.57,129.80536231884057,69,85.34319744157541,22.04096777008298,0.2318840579710145,17.656947662311616,5888.680623468704,0.04345148108668257,0.010520592828286173
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-07,4008.012049,13732.33,159.67825581395348,86,89.75680953520538,199.43547940815048,0.4186046511627907,20.096785390430465,7719.085620027662,0.29186686081008345,0.0020989477414254686
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-08,554.009942,7922.52,77.67176470588235,102,109.05832631699771,16.532328859404245,0.4215686274509804,33.51069974477053,11123.949284333767,0.06992850026633843,0.02549965014224389
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-09,768.430838,18772.08,88.1318309859155,213,236.07729294328144,10.278075445542333,0.5915492957746479,74.76407108581814,50284.463396918945,0.040934773235521325,0.057554475188906246
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-10,980.557461,18780.69,119.62222929936306,157,456.3211549769286,10.658639132648302,0.6751592356687898,91.99648818205907,71642.42133137779,0.05221093905217482,0.06334384379867755
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-11,1582.001112,11570.32,124.41204301075268,93,124.161668239916,65.43370104240654,0.34408602150537637,24.17716043293302,11547.035146312188,0.13672924446888857,0.005258544309205976
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-12,5806.86932,22071.36,150.14530612244897,147,199.29895386717456,89.22641922835794,0.5578231292517006,65.0801556886226,29296.94621847466,0.2630952202191847,0.006251770807615717
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-13,1522.284412,13731.75,88.59193548387097,155,184.01243127092468,21.696340083733656,0.45806451612903226,70.16318586276736,28521.926846993327,0.11085873336531332,0.021112523736661563
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-14,13281.73126,28880.56,187.5361038961039,154,198.29489156361058,159.6032754111828,0.7727272727272727,83.21715918777592,30537.41330079603,0.4598848242395617,0.004841550186830191
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-15,5389.96219,17125.99,125.00722627737227,137,129.71040130339716,99.32281093695131,0.49635036496350365,54.26711230670222,17770.32497856541,0.3147241233753655,0.0049973450739451445
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-16,13190.248859,30184.81,131.2383043478261,230,218.47800914320152,126.5294746009792,0.6695652173913044,104.24645163785,50249.94210293635,0.43698300100490994,0.005291772641995544
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-17,4454.939378,20394.48,112.67668508287292,181,106.01277544723392,70.44316768709626,0.430939226519337,63.24160966961234,19188.31235594934,0.21843848814883055,0.006117544604410679
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-18,3624.489655,23859.85,124.92068062827224,191,182.33370784539832,56.65848834828316,0.418848167539267,63.97081349486823,34825.73819847108,0.15190747866596363,0.007392505030703908
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-19,1525.329937,40188.99,197.00485294117647,204,227.2972875457301,29.286171439838313,0.39215686274509803,52.083622062030756,46368.64665932894,0.03795392561400637,0.013390512657490283
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-20,7812.716373,56183.31,289.6046907216495,194,347.9373792983059,99.95011271079679,0.5721649484536082,78.16615792560181,67499.85158387135,0.1390576022107089,0.00572450522776946
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-21,7465.899936,23041.15,215.33785046728974,107,172.75220356141864,135.12243572934258,0.5046728971962616,55.252851537562144,18484.485781071795,0.3240246227152714,0.0037349304039502205
